owner_obf,混淆的,Searge,Spigot,Mojang,Yarn,Intermediary,kind,signature,descriptor,return_type
aae,n(),func_82342_d(),isCharged(),,,,method,n(),()Z,boolean
aae,a(boolean arg0),func_82343_e(boolean arg0),setCharged(boolean arg0),,,,method,a(boolean arg0),(Z)V,void
aae,k(),func_184564_k(),,,,,method,k(),()Z,boolean
aag$a,<init>,,,,,,constructor,(),()V,private
aag$b,<init>,,,,,,constructor,"(arg0, arg1)",(ILjava/lang/String;)V,private
aag$b,a(),func_184980_a(),,,,,method,a(),()Ljava/lang/String;,String
aag$b,b(),func_184982_b(),,,,,method,b(),()I,int
aag$b,a(int arg0),func_184979_a(int arg0),,,,,method,a(int arg0),(I)Laag$b;,EntityBoat$EnumBoatType
aag$b,a(String arg0),func_184981_a(String arg0),,,,,method,a(String arg0),(Ljava/lang/String;)Laag$b;,EntityBoat$EnumBoatType
aag,<init>,,,,,,constructor,(arg0),(Laht;)V,public
aag,<init>,,,,,,constructor,"(arg0, arg1, arg2, arg3)",(Laht;DDD)V,public
aag,ae(),func_70041_e_(),playStepSound(),,,,method,ae(),()Z,boolean
aag,i(),func_70088_a(),,,,,method,i(),()V,void
aag,j(rr arg0),func_70114_g(Entity arg0),,,,,method,j(rr arg0),(Lrr;)Lbbh;,AxisAlignedBB
aag,af(),func_70046_E(),,,,,method,af(),()Lbbh;,AxisAlignedBB
aag,aq(),func_70104_M(),isCollidable(),,,,method,aq(),()Z,boolean
aag,ay(),func_70042_X(),,,,,method,ay(),()D,double
aag,"a(rc arg0, float arg1)","func_70097_a(DamageSource arg0, float arg1)","damageEntity(DamageSource arg0, float arg1)",,,,method,"a(rc arg0, float arg1)",(Lrc;F)Z,boolean
aag,i(rr arg0),func_70108_f(Entity arg0),collide(Entity arg0),,,,method,i(rr arg0),(Lrr;)V,void
aag,j(),func_184455_j(),,,,,method,j(),()Lado;,Item
aag,ap(),func_70067_L(),isInteractable(),,,,method,ap(),()Z,boolean
aag,bj(),func_184172_bi(),,,,,method,bj(),()Lcq;,EnumDirection
aag,m(),func_70071_h_(),,,,,method,m(),()V,void
aag,s(),func_184447_s(),,,,,method,s(),()V,void
aag,"a(boolean arg0, boolean arg1)","func_184445_a(boolean arg0, boolean arg1)",,,,,method,"a(boolean arg0, boolean arg1)",(ZZ)V,void
aag,t(),func_184449_t(),,,,,method,t(),()Laag$a;,EntityBoat$EnumStatus
aag,k(),func_184451_k(),,,,,method,k(),()F,float
aag,l(),func_184441_l(),,,,,method,l(),()F,float
aag,u(),func_184446_u(),,,,,method,u(),()Z,boolean
aag,v(),func_184444_v(),,,,,method,v(),()Laag$a;,EntityBoat$EnumStatus
aag,"a(arc arg0, ahx arg1, cj arg2)","func_184456_a(IBlockState arg0, IBlockAccess arg1, BlockPos arg2)",,,,,method,"a(arc arg0, ahx arg1, cj arg2)",(Larc;Lahx;Lcj;)F,float
aag,"b(arc arg0, ahx arg1, cj arg2)","func_184452_b(IBlockState arg0, IBlockAccess arg1, BlockPos arg2)",,,,,method,"b(arc arg0, ahx arg1, cj arg2)",(Larc;Lahx;Lcj;)F,float
aag,w(),func_184450_w(),,,,,method,w(),()V,void
aag,x(),func_184443_x(),,,,,method,x(),()V,void
aag,k(rr arg0),func_184232_k(Entity arg0),,,,,method,k(rr arg0),(Lrr;)V,void
aag,a(rr arg0),func_184454_a(Entity arg0),,,,,method,a(rr arg0),(Lrr;)V,void
aag,b(dn arg0),func_70014_b(NBTTagCompound arg0),,,,,method,b(dn arg0),(Ldn;)V,void
aag,a(dn arg0),func_70037_a(NBTTagCompound arg0),,,,,method,a(dn arg0),(Ldn;)V,void
aag,"a(zj arg0, adq arg1, qm arg2)","func_184230_a(EntityPlayer arg0, ItemStack arg1, EnumHand arg2)",,,,,method,"a(zj arg0, adq arg1, qm arg2)",(Lzj;Ladq;Lqm;)Z,boolean
aag,"a(double arg0, boolean arg1, arc arg2, cj arg3)","func_184231_a(double arg0, boolean arg1, IBlockState arg2, BlockPos arg3)",,,,,method,"a(double arg0, boolean arg1, arc arg2, cj arg3)",(DZLarc;Lcj;)V,void
aag,a(int arg0),func_184457_a(int arg0),,,,,method,a(int arg0),(I)Z,boolean
aag,a(float arg0),func_70266_a(float arg0),setDamage(float arg0),,,,method,a(float arg0),(F)V,void
aag,n(),func_70271_g(),,,,,method,n(),()F,float
aag,b(int arg0),func_70265_b(int arg0),,,,,method,b(int arg0),(I)V,void
aag,o(),func_70268_h(),,,,,method,o(),()I,int
aag,d(int arg0),func_70269_c(int arg0),,,,,method,d(int arg0),(I)V,void
aag,q(),func_70267_i(),,,,,method,q(),()I,int
aag,a(aag$b arg0),func_184458_a(EntityBoat$Type arg0),,,,,method,a(aag$b arg0),(Laag$b;)V,void
aag,r(),func_184453_r(),,,,,method,r(),()Laag$b;,EntityBoat$EnumBoatType
aag,q(rr arg0),func_184219_q(Entity arg0),,,,,method,q(rr arg0),(Lrr;)Z,boolean
aag,bt(),func_184179_bs(),,,,,method,bt(),()Lrr;,Entity
aag,aD(),func_70057_ab(),,,,,method,aD(),()V,void
aag,"a(double arg0, double arg1, double arg2, float arg3, float arg4, int arg5, boolean arg6)","func_180426_a(double arg0, double arg1, double arg2, float arg3, float arg4, int arg5, boolean arg6)",,,,,method,"a(double arg0, double arg1, double arg2, float arg3, float arg4, int arg5, boolean arg6)",(DDDFFIZ)V,void
aag,"a(int arg0, float arg1)","func_184448_a(int arg0, float arg1)",,,,,method,"a(int arg0, float arg1)",(IF)F,float
aag,l(rr arg0),func_184190_l(Entity arg0),,,,,method,l(rr arg0),(Lrr;)V,void
aag,"a(boolean arg0, boolean arg1, boolean arg2, boolean arg3)","func_184442_a(boolean arg0, boolean arg1, boolean arg2, boolean arg3)",,,,,method,"a(boolean arg0, boolean arg1, boolean arg2, boolean arg3)",(ZZZZ)V,void
aah$a,<init>,,,,,,constructor,"(arg0, arg1)",(ILjava/lang/String;)V,private
aah$a,a(),func_184956_a(),,,,,method,a(),()I,int
aah$a,b(),func_184954_b(),,,,,method,b(),()Ljava/lang/String;,String
aah$a,a(int arg0),func_184955_a(int arg0),,,,,method,a(int arg0),(I)Laah$a;,EntityMinecartAbstract$EnumMinecartType
aah,<init>,,,,,,constructor,(arg0),(Laht;)V,public
aah,<init>,,,,,,constructor,"(arg0, arg1, arg2, arg3)",(Laht;DDD)V,public
aah,"a(aht arg0, double arg1, double arg2, double arg3, aah$a arg4)","func_184263_a(World arg0, double arg1, double arg2, double arg3, EntityMinecart$Type arg4)",,,,,method,"a(aht arg0, double arg1, double arg2, double arg3, aah$a arg4)",(Laht;DDDLaah$a;)Laah;,EntityMinecartAbstract
aah,ae(),func_70041_e_(),playStepSound(),,,,method,ae(),()Z,boolean
aah,i(),func_70088_a(),,,,,method,i(),()V,void
aah,j(rr arg0),func_70114_g(Entity arg0),,,,,method,j(rr arg0),(Lrr;)Lbbh;,AxisAlignedBB
aah,af(),func_70046_E(),,,,,method,af(),()Lbbh;,AxisAlignedBB
aah,aq(),func_70104_M(),isCollidable(),,,,method,aq(),()Z,boolean
aah,ay(),func_70042_X(),,,,,method,ay(),()D,double
aah,"a(rc arg0, float arg1)","func_70097_a(DamageSource arg0, float arg1)","damageEntity(DamageSource arg0, float arg1)",,,,method,"a(rc arg0, float arg1)",(Lrc;F)Z,boolean
aah,a(rc arg0),func_94095_a(DamageSource arg0),,,,,method,a(rc arg0),(Lrc;)V,void
aah,ap(),func_70067_L(),isInteractable(),,,,method,ap(),()Z,boolean
aah,T(),func_70106_y(),die(),,,,method,T(),()V,void
aah,bj(),func_184172_bi(),,,,,method,bj(),()Lcq;,EnumDirection
aah,m(),func_70071_h_(),,,,,method,m(),()V,void
aah,o(),func_174898_m(),,,,,method,o(),()D,double
aah,"a(int arg0, int arg1, int arg2, boolean arg3)","func_96095_a(int arg0, int arg1, int arg2, boolean arg3)",,,,,method,"a(int arg0, int arg1, int arg2, boolean arg3)",(IIIZ)V,void
aah,q(),func_180459_n(),,,,,method,q(),()V,void
aah,"a(cj arg0, arc arg1)","func_180460_a(BlockPos arg0, IBlockState arg1)",,,,,method,"a(cj arg0, arc arg1)",(Lcj;Larc;)V,void
aah,r(),func_94101_h(),,,,,method,r(),()V,void
aah,"b(double arg0, double arg1, double arg2)","func_70107_b(double arg0, double arg1, double arg2)","setPosition(double arg0, double arg1, double arg2)",,,,method,"b(double arg0, double arg1, double arg2)",(DDD)V,void
aah,"k(double arg0, double arg1, double arg2)","func_70489_a(double arg0, double arg1, double arg2)",,,,,method,"k(double arg0, double arg1, double arg2)",(DDD)Lbbj;,Vec3D
aah,a(dn arg0),func_70037_a(NBTTagCompound arg0),,,,,method,a(dn arg0),(Ldn;)V,void
aah,b(dn arg0),func_70014_b(NBTTagCompound arg0),,,,,method,b(dn arg0),(Ldn;)V,void
aah,i(rr arg0),func_70108_f(Entity arg0),collide(Entity arg0),,,,method,i(rr arg0),(Lrr;)V,void
aah,a(float arg0),func_70492_c(float arg0),setDamage(float arg0),,,,method,a(float arg0),(F)V,void
aah,s(),func_70491_i(),getDamage(),,,,method,s(),()F,float
aah,d(int arg0),func_70497_h(int arg0),,,,,method,d(int arg0),(I)V,void
aah,t(),func_70496_j(),getType(),,,,method,t(),()I,int
aah,e(int arg0),func_70494_i(int arg0),,,,,method,e(int arg0),(I)V,void
aah,u(),func_70493_k(),,,,,method,u(),()I,int
aah,v(),func_184264_v(),,,,,method,v(),()Laah$a;,EntityMinecartAbstract$EnumMinecartType
aah,w(),func_174897_t(),getDisplayBlock(),,,,method,w(),()Larc;,IBlockData
aah,x(),func_180457_u(),,,,,method,x(),()Larc;,IBlockData
aah,y(),func_94099_q(),getDisplayBlockOffset(),,,,method,y(),()I,int
aah,A(),func_94085_r(),,,,,method,A(),()I,int
aah,a(arc arg0),func_174899_a(IBlockState arg0),setDisplayBlock(IBlockData arg0),,,,method,a(arc arg0),(Larc;)V,void
aah,k(int arg0),func_94086_l(int arg0),setDisplayBlockOffset(int arg0),,,,method,k(int arg0),(I)V,void
aah,B(),func_94100_s(),,,,,method,B(),()Z,boolean
aah,a(boolean arg0),func_94096_e(boolean arg0),,,,,method,a(boolean arg0),(Z)V,void
aah,aD(),func_70057_ab(),,,,,method,aD(),()V,void
aah,"a(double arg0, double arg1, double arg2, double arg3)","func_70495_a(double arg0, double arg1, double arg2, double arg3)",,,,,method,"a(double arg0, double arg1, double arg2, double arg3)",(DDDD)Lbbj;,Vec3D
aah,bm(),func_184177_bl(),,,,,method,bm(),()Lbbh;,AxisAlignedBB
aah,"a(double arg0, double arg1, double arg2, float arg3, float arg4, int arg5, boolean arg6)","func_180426_a(double arg0, double arg1, double arg2, float arg3, float arg4, int arg5, boolean arg6)",,,,,method,"a(double arg0, double arg1, double arg2, float arg3, float arg4, int arg5, boolean arg6)",(DDDFFIZ)V,void
aah,"i(double arg0, double arg1, double arg2)","func_70016_h(double arg0, double arg1, double arg2)",,,,,method,"i(double arg0, double arg1, double arg2)",(DDD)V,void
aai,<init>,,,,,,constructor,(arg0),(Laht;)V,public
aai,<init>,,,,,,constructor,"(arg0, arg1, arg2, arg3)",(Laht;DDD)V,public
aai,a(rc arg0),func_94095_a(DamageSource arg0),,,,,method,a(rc arg0),(Lrc;)V,void
aai,u_(),func_70302_i_(),getSize(),,,,method,u_(),()I,int
aai,v(),func_184264_v(),,,,,method,v(),()Laah$a;,EntityMinecartAbstract$EnumMinecartType
aai,x(),func_180457_u(),,,,,method,x(),()Larc;,IBlockData
aai,A(),func_94085_r(),,,,,method,A(),()I,int
aai,k(),func_174875_k(),getContainerName(),,,,method,k(),()Ljava/lang/String;,String
aai,"a(zi arg0, zj arg1)","func_174876_a(InventoryPlayer arg0, EntityPlayer arg1)","createContainer(PlayerInventory arg0, EntityHuman arg1)",,,,method,"a(zi arg0, zj arg1)",(Lzi;Lzj;)Laau;,Container
aaj$1,<init>,,,,,,constructor,(arg0),(Laaj;)V,
aaj$1,i(),func_145756_e(),,,,,method,i(),()V,void
aaj$1,c(),func_180425_c(),getChunkCoordinates(),,,,method,c(),()Lcj;,BlockPosition
aaj$1,d(),func_174791_d(),,,,,method,d(),()Lbbj;,Vec3D
aaj$1,e(),func_130014_f_(),getWorld(),,,,method,e(),()Laht;,World
aaj$1,f(),func_174793_f(),,,,,method,f(),()Lrr;,Entity
aaj$1,h(),func_184102_h(),,,,,method,h(),()Lnet/minecraft/server/MinecraftServer;,MinecraftServer
aaj$1,j(),func_145751_f(),,,,,method,j(),()I,int
aaj$1,a(io.netty.buffer.ByteBuf arg0),func_145757_a(io.netty.buffer.ByteBuf arg0),,,,,method,a(io.netty.buffer.ByteBuf arg0),(Lio/netty/buffer/ByteBuf;)V,void
aaj,<init>,,,,,,constructor,(arg0),(Laht;)V,public
aaj,<init>,,,,,,constructor,"(arg0, arg1, arg2, arg3)",(Laht;DDD)V,public
aaj,i(),func_70088_a(),,,,,method,i(),()V,void
aaj,a(dn arg0),func_70037_a(NBTTagCompound arg0),,,,,method,a(dn arg0),(Ldn;)V,void
aaj,b(dn arg0),func_70014_b(NBTTagCompound arg0),,,,,method,b(dn arg0),(Ldn;)V,void
aaj,v(),func_184264_v(),,,,,method,v(),()Laah$a;,EntityMinecartAbstract$EnumMinecartType
aaj,x(),func_180457_u(),,,,,method,x(),()Larc;,IBlockData
aaj,j(),func_145822_e(),getCommandBlock(),,,,method,j(),()Lahj;,CommandBlockListenerAbstract
aaj,"a(int arg0, int arg1, int arg2, boolean arg3)","func_96095_a(int arg0, int arg1, int arg2, boolean arg3)",,,,,method,"a(int arg0, int arg1, int arg2, boolean arg3)",(IIIZ)V,void
aaj,"a(zj arg0, adq arg1, qm arg2)","func_184230_a(EntityPlayer arg0, ItemStack arg1, EnumHand arg2)",,,,,method,"a(zj arg0, adq arg1, qm arg2)",(Lzj;Ladq;Lqm;)Z,boolean
aaj,a(ke<?> arg0),func_184206_a(DataParameter<?> arg0),,,,,method,a(ke<?> arg0),(Lke;)V,void
aaj,br(),func_184213_bq(),,,,,method,br(),()Z,boolean
aak,<init>,,,,,,constructor,(arg0),(Laht;)V,public
aak,<init>,,,,,,constructor,"(arg0, arg1, arg2, arg3)",(Laht;DDD)V,public
aak,a(rc arg0),func_94095_a(DamageSource arg0),,,,,method,a(rc arg0),(Lrc;)V,void
aak,a(int arg0),func_70301_a(int arg0),getItem(int arg0),,,,method,a(int arg0),(I)Ladq;,ItemStack
aak,"a(int arg0, int arg1)","func_70298_a(int arg0, int arg1)","splitStack(int arg0, int arg1)",,,,method,"a(int arg0, int arg1)",(II)Ladq;,ItemStack
aak,b(int arg0),func_70304_b(int arg0),splitWithoutUpdate(int arg0),,,,method,b(int arg0),(I)Ladq;,ItemStack
aak,"a(int arg0, adq arg1)","func_70299_a(int arg0, ItemStack arg1)","setItem(int arg0, ItemStack arg1)",,,,method,"a(int arg0, adq arg1)",(ILadq;)V,void
aak,v_(),func_70296_d(),update(),,,,method,v_(),()V,void
aak,a(zj arg0),func_70300_a(EntityPlayer arg0),,,,,method,a(zj arg0),(Lzj;)Z,boolean
aak,b(zj arg0),func_174889_b(EntityPlayer arg0),startOpen(EntityHuman arg0),,,,method,b(zj arg0),(Lzj;)V,void
aak,c(zj arg0),func_174886_c(EntityPlayer arg0),closeContainer(EntityHuman arg0),,,,method,c(zj arg0),(Lzj;)V,void
aak,"b(int arg0, adq arg1)","func_94041_b(int arg0, ItemStack arg1)",,,,,method,"b(int arg0, adq arg1)",(ILadq;)Z,boolean
aak,h_(),func_70005_c_(),getName(),,,,method,h_(),()Ljava/lang/String;,String
aak,w_(),func_70297_j_(),getMaxStackSize(),,,,method,w_(),()I,int
aak,c(int arg0),func_184204_a(int arg0),,,,,method,c(int arg0),(I)Lrr;,Entity
aak,T(),func_70106_y(),die(),,,,method,T(),()V,void
aak,b(boolean arg0),func_184174_b(boolean arg0),,,,,method,b(boolean arg0),(Z)V,void
aak,b(dn arg0),func_70014_b(NBTTagCompound arg0),,,,,method,b(dn arg0),(Ldn;)V,void
aak,a(dn arg0),func_70037_a(NBTTagCompound arg0),,,,,method,a(dn arg0),(Ldn;)V,void
aak,"a(zj arg0, adq arg1, qm arg2)","func_184230_a(EntityPlayer arg0, ItemStack arg1, EnumHand arg2)",,,,,method,"a(zj arg0, adq arg1, qm arg2)",(Lzj;Ladq;Lqm;)Z,boolean
aak,r(),func_94101_h(),,,,,method,r(),()V,void
aak,c_(int arg0),func_174887_a_(int arg0),getProperty(int arg0),,,,method,c_(int arg0),(I)I,int
aak,"b(int arg0, int arg1)","func_174885_b(int arg0, int arg1)","setProperty(int arg0, int arg1)",,,,method,"b(int arg0, int arg1)",(II)V,void
aak,g(),func_174890_g(),,,,,method,g(),()I,int
aak,x_(),func_174893_q_(),,,,,method,x_(),()Z,boolean
aak,a(qr arg0),func_174892_a(LockCode arg0),,,,,method,a(qr arg0),(Lqr;)V,void
aak,y_(),func_174891_i(),,,,,method,y_(),()Lqr;,ChestLock
aak,f(zj arg0),func_184288_f(EntityPlayer arg0),,,,,method,f(zj arg0),(Lzj;)V,void
aak,l(),func_174888_l(),,,,,method,l(),()V,void
aak,"a(kk arg0, long arg1)","func_184289_a(ResourceLocation arg0, long arg1)",,,,,method,"a(kk arg0, long arg1)",(Lkk;J)V,void
aak,b(),func_184276_b(),,,,,method,b(),()Lkk;,MinecraftKey
aal,<init>,,,,,,constructor,(arg0),(Laht;)V,public
aal,<init>,,,,,,constructor,"(arg0, arg1, arg2, arg3)",(Laht;DDD)V,public
aal,v(),func_184264_v(),,,,,method,v(),()Laah$a;,EntityMinecartAbstract$EnumMinecartType
aal,i(),func_70088_a(),,,,,method,i(),()V,void
aal,m(),func_70071_h_(),,,,,method,m(),()V,void
aal,o(),func_174898_m(),,,,,method,o(),()D,double
aal,a(rc arg0),func_94095_a(DamageSource arg0),,,,,method,a(rc arg0),(Lrc;)V,void
aal,"a(cj arg0, arc arg1)","func_180460_a(BlockPos arg0, IBlockState arg1)",,,,,method,"a(cj arg0, arc arg1)",(Lcj;Larc;)V,void
aal,r(),func_94101_h(),,,,,method,r(),()V,void
aal,"a(zj arg0, adq arg1, qm arg2)","func_184230_a(EntityPlayer arg0, ItemStack arg1, EnumHand arg2)",,,,,method,"a(zj arg0, adq arg1, qm arg2)",(Lzj;Ladq;Lqm;)Z,boolean
aal,b(dn arg0),func_70014_b(NBTTagCompound arg0),,,,,method,b(dn arg0),(Ldn;)V,void
aal,a(dn arg0),func_70037_a(NBTTagCompound arg0),,,,,method,a(dn arg0),(Ldn;)V,void
aal,j(),func_94108_c(),,,,,method,j(),()Z,boolean
aal,k(boolean arg0),func_94107_f(boolean arg0),,,,,method,k(boolean arg0),(Z)V,void
aal,x(),func_180457_u(),,,,,method,x(),()Larc;,IBlockData
aam,<init>,,,,,,constructor,(arg0),(Laht;)V,public
aam,<init>,,,,,,constructor,"(arg0, arg1, arg2, arg3)",(Laht;DDD)V,public
aam,v(),func_184264_v(),,,,,method,v(),()Laah$a;,EntityMinecartAbstract$EnumMinecartType
aam,x(),func_180457_u(),,,,,method,x(),()Larc;,IBlockData
aam,A(),func_94085_r(),,,,,method,A(),()I,int
aam,u_(),func_70302_i_(),getSize(),,,,method,u_(),()I,int
aam,"a(zj arg0, adq arg1, qm arg2)","func_184230_a(EntityPlayer arg0, ItemStack arg1, EnumHand arg2)",,,,,method,"a(zj arg0, adq arg1, qm arg2)",(Lzj;Ladq;Lqm;)Z,boolean
aam,"a(int arg0, int arg1, int arg2, boolean arg3)","func_96095_a(int arg0, int arg1, int arg2, boolean arg3)",,,,,method,"a(int arg0, int arg1, int arg2, boolean arg3)",(IIIZ)V,void
aam,C(),func_96111_ay(),,,,,method,C(),()Z,boolean
aam,k(boolean arg0),func_96110_f(boolean arg0),,,,,method,k(boolean arg0),(Z)V,void
aam,D(),func_145831_w(),getWorld(),,,,method,D(),()Laht;,World
aam,E(),func_96107_aA(),,,,,method,E(),()D,double
aam,F(),func_96109_aB(),,,,,method,F(),()D,double
aam,G(),func_96108_aC(),,,,,method,G(),()D,double
aam,m(),func_70071_h_(),,,,,method,m(),()V,void
aam,I(),func_96112_aD(),,,,,method,I(),()Z,boolean
aam,a(rc arg0),func_94095_a(DamageSource arg0),,,,,method,a(rc arg0),(Lrc;)V,void
aam,b(dn arg0),func_70014_b(NBTTagCompound arg0),,,,,method,b(dn arg0),(Ldn;)V,void
aam,a(dn arg0),func_70037_a(NBTTagCompound arg0),,,,,method,a(dn arg0),(Ldn;)V,void
aam,l(int arg0),func_98042_n(int arg0),setCooldown(int arg0),,,,method,l(int arg0),(I)V,void
aam,J(),func_98043_aE(),,,,,method,J(),()Z,boolean
aam,k(),func_174875_k(),getContainerName(),,,,method,k(),()Ljava/lang/String;,String
aam,"a(zi arg0, zj arg1)","func_174876_a(InventoryPlayer arg0, EntityPlayer arg1)","createContainer(PlayerInventory arg0, EntityHuman arg1)",,,,method,"a(zi arg0, zj arg1)",(Lzi;Lzj;)Laau;,Container
aan,<init>,,,,,,constructor,(arg0),(Laht;)V,public
