混淆的,Searge,Spigot,Mojang,Yarn,Intermediary
abe,net/minecraft/inventory/ContainerDispenser,net/minecraft/server/v1_9_R2/ContainerDispenser,,,
abf$1,net/minecraft/inventory/ContainerEnchantment$1,net/minecraft/server/v1_9_R2/ContainerEnchantTable$1,,,
abf$2,net/minecraft/inventory/ContainerEnchantment$2,net/minecraft/server/v1_9_R2/ContainerEnchantTable$2,,,
abf$3,net/minecraft/inventory/ContainerEnchantment$3,net/minecraft/server/v1_9_R2/ContainerEnchantTable$3,,,
abf,net/minecraft/inventory/ContainerEnchantment,net/minecraft/server/v1_9_R2/ContainerEnchantTable,,,
abg,net/minecraft/inventory/SlotFurnaceFuel,net/minecraft/server/v1_9_R2/SlotFurnaceFuel,,,
abh,net/minecraft/inventory/ContainerFurnace,net/minecraft/server/v1_9_R2/ContainerFurnace,,,
abi,net/minecraft/inventory/SlotFurnaceOutput,net/minecraft/server/v1_9_R2/SlotFurnaceResult,,,
abj,net/minecraft/inventory/ContainerHopper,net/minecraft/server/v1_9_R2/ContainerHopper,,,
abk$1,net/minecraft/inventory/ContainerHorseInventory$1,net/minecraft/server/v1_9_R2/ContainerHorse$1,,,
abk$2,net/minecraft/inventory/ContainerHorseInventory$2,net/minecraft/server/v1_9_R2/ContainerHorse$2,,,
abk,net/minecraft/inventory/ContainerHorseInventory,net/minecraft/server/v1_9_R2/ContainerHorse,,,
abl$1,net/minecraft/inventory/ContainerPlayer$1,net/minecraft/server/v1_9_R2/ContainerPlayer$1,,,
abl$2,net/minecraft/inventory/ContainerPlayer$2,net/minecraft/server/v1_9_R2/ContainerPlayer$2,,,
abl,net/minecraft/inventory/ContainerPlayer,net/minecraft/server/v1_9_R2/ContainerPlayer,,,
abn,net/minecraft/inventory/InventoryMerchant,net/minecraft/server/v1_9_R2/InventoryMerchant,,,
abo,net/minecraft/inventory/ContainerMerchant,net/minecraft/server/v1_9_R2/ContainerMerchant,,,
abp,net/minecraft/inventory/SlotMerchantResult,net/minecraft/server/v1_9_R2/SlotMerchantResult,,,
abq,net/minecraft/inventory/InventoryEnderChest,net/minecraft/server/v1_9_R2/InventoryEnderChest,,,
abr,net/minecraft/inventory/InventoryCraftResult,net/minecraft/server/v1_9_R2/InventoryCraftResult,,,
abs,net/minecraft/inventory/SlotCrafting,net/minecraft/server/v1_9_R2/SlotResult,,,
abt,net/minecraft/inventory/Slot,net/minecraft/server/v1_9_R2/Slot,,,
abv,net/minecraft/item/ItemAnvilBlock,net/minecraft/server/v1_9_R2/ItemAnvil,,,
abw$1,net/minecraft/item/ItemArmor$1,net/minecraft/server/v1_9_R2/ItemArmor$1,,,
abw$a,net/minecraft/item/ItemArmor$ArmorMaterial,net/minecraft/server/v1_9_R2/ItemArmor$EnumArmorMaterial,,,
abw,net/minecraft/item/ItemArmor,net/minecraft/server/v1_9_R2/ItemArmor,,,
abx,net/minecraft/item/ItemArmorStand,net/minecraft/server/v1_9_R2/ItemArmorStand,,,
aby,net/minecraft/item/ItemArrow,net/minecraft/server/v1_9_R2/ItemArrow,,,
abz,net/minecraft/item/ItemAxe,net/minecraft/server/v1_9_R2/ItemAxe,,,
ac,net/minecraft/command/CommandEnchant,net/minecraft/server/v1_9_R2/CommandEnchant,,,
aca,net/minecraft/item/ItemBanner,net/minecraft/server/v1_9_R2/ItemBanner,,,
acb,net/minecraft/item/ItemBed,net/minecraft/server/v1_9_R2/ItemBed,,,
acc,net/minecraft/item/ItemBlock,net/minecraft/server/v1_9_R2/ItemBlock,,,
acd,net/minecraft/item/ItemBlockSpecial,net/minecraft/server/v1_9_R2/ItemReed,,,
ace,net/minecraft/item/ItemBoat,net/minecraft/server/v1_9_R2/ItemBoat,,,
acf,net/minecraft/item/ItemBook,net/minecraft/server/v1_9_R2/ItemBook,,,
acg$1,net/minecraft/item/ItemGlassBottle$1,net/minecraft/server/v1_9_R2/ItemGlassBottle$1,,,
acg,net/minecraft/item/ItemGlassBottle,net/minecraft/server/v1_9_R2/ItemGlassBottle,,,
ach$1,net/minecraft/item/ItemBow$1,net/minecraft/server/v1_9_R2/ItemBow$1,,,
ach$2,net/minecraft/item/ItemBow$2,net/minecraft/server/v1_9_R2/ItemBow$2,,,
ach,net/minecraft/item/ItemBow,net/minecraft/server/v1_9_R2/ItemBow,,,
aci,net/minecraft/item/ItemSoup,net/minecraft/server/v1_9_R2/ItemSoup,,,
acj,net/minecraft/item/ItemBucket,net/minecraft/server/v1_9_R2/ItemBucket,,,
ack,net/minecraft/item/ItemCarrotOnAStick,net/minecraft/server/v1_9_R2/ItemCarrotStick,,,
acl,net/minecraft/item/ItemChorusFruit,net/minecraft/server/v1_9_R2/ItemChorusFruit,,,
acm$1,net/minecraft/item/ItemClock$1,net/minecraft/server/v1_9_R2/ItemClock$1,,,
acm,net/minecraft/item/ItemClock,net/minecraft/server/v1_9_R2/ItemClock,,,
acn,net/minecraft/item/ItemCoal,net/minecraft/server/v1_9_R2/ItemCoal,,,
aco$1,net/minecraft/item/ItemCompass$1,net/minecraft/server/v1_9_R2/ItemCompass$1,,,
aco,net/minecraft/item/ItemCompass,net/minecraft/server/v1_9_R2/ItemCompass,,,
acp,net/minecraft/item/ItemMapBase,net/minecraft/server/v1_9_R2/ItemWorldMapBase,,,
acq$1,net/minecraft/creativetab/CreativeTabs$1,net/minecraft/server/v1_9_R2/CreativeModeTab$1,,,
acq$10,net/minecraft/creativetab/CreativeTabs$7,net/minecraft/server/v1_9_R2/CreativeModeTab$10,,,
acq$11,net/minecraft/creativetab/CreativeTabs$8,net/minecraft/server/v1_9_R2/CreativeModeTab$11,,,
acq$12,net/minecraft/creativetab/CreativeTabs$9,net/minecraft/server/v1_9_R2/CreativeModeTab$12,,,
acq$2,net/minecraft/creativetab/CreativeTabs$10,net/minecraft/server/v1_9_R2/CreativeModeTab$2,,,
acq$3,net/minecraft/creativetab/CreativeTabs$11,net/minecraft/server/v1_9_R2/CreativeModeTab$3,,,
acq$4,net/minecraft/creativetab/CreativeTabs$12,net/minecraft/server/v1_9_R2/CreativeModeTab$4,,,
acq$5,net/minecraft/creativetab/CreativeTabs$2,net/minecraft/server/v1_9_R2/CreativeModeTab$5,,,
acq$6,net/minecraft/creativetab/CreativeTabs$3,net/minecraft/server/v1_9_R2/CreativeModeTab$6,,,
acq$7,net/minecraft/creativetab/CreativeTabs$4,net/minecraft/server/v1_9_R2/CreativeModeTab$7,,,
acq$8,net/minecraft/creativetab/CreativeTabs$5,net/minecraft/server/v1_9_R2/CreativeModeTab$8,,,
acq$9,net/minecraft/creativetab/CreativeTabs$6,net/minecraft/server/v1_9_R2/CreativeModeTab$9,,,
acq,net/minecraft/creativetab/CreativeTabs,net/minecraft/server/v1_9_R2/CreativeModeTab,,,
acr,net/minecraft/item/ItemTool,net/minecraft/server/v1_9_R2/ItemTool,,,
acs,net/minecraft/item/ItemDoor,net/minecraft/server/v1_9_R2/ItemDoor,,,
act,net/minecraft/item/EnumDyeColor,net/minecraft/server/v1_9_R2/EnumColor,,,
acu,net/minecraft/item/ItemDye,net/minecraft/server/v1_9_R2/ItemDye,,,
acv,net/minecraft/item/ItemCloth,net/minecraft/server/v1_9_R2/ItemCloth,,,
acw,net/minecraft/item/ItemEgg,net/minecraft/server/v1_9_R2/ItemEgg,,,
acx$1,net/minecraft/item/ItemElytra$1,net/minecraft/server/v1_9_R2/ItemElytra$1,,,
acx,net/minecraft/item/ItemElytra,net/minecraft/server/v1_9_R2/ItemElytra,,,
acy,net/minecraft/item/ItemEmptyMap,net/minecraft/server/v1_9_R2/ItemMapEmpty,,,
acz,net/minecraft/item/ItemEnchantedBook,net/minecraft/server/v1_9_R2/ItemEnchantedBook,,,
ad,net/minecraft/command/CommandEntityData,net/minecraft/server/v1_9_R2/CommandEntityData,,,
ada,net/minecraft/item/ItemEndCrystal,net/minecraft/server/v1_9_R2/ItemEndCrystal,,,
adb,net/minecraft/item/ItemEnderEye,net/minecraft/server/v1_9_R2/ItemEnderEye,,,
adc,net/minecraft/item/ItemEnderPearl,net/minecraft/server/v1_9_R2/ItemEnderPearl,,,
add,net/minecraft/item/ItemExpBottle,net/minecraft/server/v1_9_R2/ItemExpBottle,,,
ade,net/minecraft/item/ItemFireball,net/minecraft/server/v1_9_R2/ItemFireball,,,
adf,net/minecraft/item/ItemFireworkCharge,net/minecraft/server/v1_9_R2/ItemFireworksCharge,,,
adg,net/minecraft/item/ItemFirework,net/minecraft/server/v1_9_R2/ItemFireworks,,,
adh$a,net/minecraft/item/ItemFishFood$FishType,net/minecraft/server/v1_9_R2/ItemFish$EnumFish,,,
adh,net/minecraft/item/ItemFishFood,net/minecraft/server/v1_9_R2/ItemFish,,,
adi$1,net/minecraft/item/ItemFishingRod$1,net/minecraft/server/v1_9_R2/ItemFishingRod$1,,,
adi,net/minecraft/item/ItemFishingRod,net/minecraft/server/v1_9_R2/ItemFishingRod,,,
adj,net/minecraft/item/ItemFlintAndSteel,net/minecraft/server/v1_9_R2/ItemFlintAndSteel,,,
adk,net/minecraft/item/ItemFood,net/minecraft/server/v1_9_R2/ItemFood,,,
adl,net/minecraft/item/ItemAppleGold,net/minecraft/server/v1_9_R2/ItemGoldenApple,,,
adm,net/minecraft/item/ItemHangingEntity,net/minecraft/server/v1_9_R2/ItemHanging,,,
adn,net/minecraft/item/ItemHoe,net/minecraft/server/v1_9_R2/ItemHoe,,,
ado$1,net/minecraft/item/Item$1,net/minecraft/server/v1_9_R2/Item$1,,,
ado$10,net/minecraft/item/Item$18,net/minecraft/server/v1_9_R2/Item$10,,,
ado$11,net/minecraft/item/Item$19,net/minecraft/server/v1_9_R2/Item$11,,,
ado$12,net/minecraft/item/Item$2,net/minecraft/server/v1_9_R2/Item$12,,,
ado$13,net/minecraft/item/Item$20,net/minecraft/server/v1_9_R2/Item$13,,,
ado$14,net/minecraft/item/Item$21,net/minecraft/server/v1_9_R2/Item$14,,,
ado$15,net/minecraft/item/Item$3,net/minecraft/server/v1_9_R2/Item$15,,,
ado$16,net/minecraft/item/Item$4,net/minecraft/server/v1_9_R2/Item$16,,,
ado$17,net/minecraft/item/Item$5,net/minecraft/server/v1_9_R2/Item$17,,,
ado$18,net/minecraft/item/Item$6,net/minecraft/server/v1_9_R2/Item$18,,,
ado$19,net/minecraft/item/Item$7,net/minecraft/server/v1_9_R2/Item$19,,,
ado$2,net/minecraft/item/Item$10,net/minecraft/server/v1_9_R2/Item$2,,,
ado$20,net/minecraft/item/Item$8,net/minecraft/server/v1_9_R2/Item$20,,,
ado$21,net/minecraft/item/Item$9,net/minecraft/server/v1_9_R2/Item$21,,,
ado$3,net/minecraft/item/Item$11,net/minecraft/server/v1_9_R2/Item$3,,,
ado$4,net/minecraft/item/Item$12,net/minecraft/server/v1_9_R2/Item$4,,,
ado$5,net/minecraft/item/Item$13,net/minecraft/server/v1_9_R2/Item$5,,,
ado$6,net/minecraft/item/Item$14,net/minecraft/server/v1_9_R2/Item$6,,,
ado$7,net/minecraft/item/Item$15,net/minecraft/server/v1_9_R2/Item$7,,,
ado$8,net/minecraft/item/Item$16,net/minecraft/server/v1_9_R2/Item$8,,,
ado$9,net/minecraft/item/Item$17,net/minecraft/server/v1_9_R2/Item$9,,,
ado$a,net/minecraft/item/Item$ToolMaterial,net/minecraft/server/v1_9_R2/Item$EnumToolMaterial,,,
ado,net/minecraft/item/Item,net/minecraft/server/v1_9_R2/Item,,,
adp$a,net/minecraft/util/CooldownTracker$Cooldown,net/minecraft/server/v1_9_R2/ItemCooldown$Info,,,
adp,net/minecraft/util/CooldownTracker,net/minecraft/server/v1_9_R2/ItemCooldown,,,
adq,net/minecraft/item/ItemStack,net/minecraft/server/v1_9_R2/ItemStack,,,
adr,net/minecraft/item/IItemPropertyGetter,net/minecraft/server/v1_9_R2/IDynamicTexture,,,
ads,net/minecraft/init/Items,net/minecraft/server/v1_9_R2/Items,,,
adt,net/minecraft/item/ItemLead,net/minecraft/server/v1_9_R2/ItemLeash,,,
adu,net/minecraft/item/ItemLeaves,net/minecraft/server/v1_9_R2/ItemLeaves,,,
adv,net/minecraft/item/ItemLingeringPotion,net/minecraft/server/v1_9_R2/ItemLingeringPotion,,,
adw,net/minecraft/item/ItemMap,net/minecraft/server/v1_9_R2/ItemWorldMap,,,
adx,net/minecraft/item/ItemBucketMilk,net/minecraft/server/v1_9_R2/ItemMilkBucket,,,
ady$1,net/minecraft/item/ItemMinecart$1,net/minecraft/server/v1_9_R2/ItemMinecart$1,,,
ady,net/minecraft/item/ItemMinecart,net/minecraft/server/v1_9_R2/ItemMinecart,,,
adz$1,net/minecraft/item/ItemMultiTexture$1,net/minecraft/server/v1_9_R2/ItemMultiTexture$1,,,
adz,net/minecraft/item/ItemMultiTexture,net/minecraft/server/v1_9_R2/ItemMultiTexture,,,
ae$1,net/minecraft/command/CommandExecuteAt$1,net/minecraft/server/v1_9_R2/CommandExecute$1,,,
ae,net/minecraft/command/CommandExecuteAt,net/minecraft/server/v1_9_R2/CommandExecute,,,
aea,net/minecraft/item/ItemNameTag,net/minecraft/server/v1_9_R2/ItemNameTag,,,
aeb,net/minecraft/item/ItemPickaxe,net/minecraft/server/v1_9_R2/ItemPickaxe,,,
aec,net/minecraft/item/ItemPiston,net/minecraft/server/v1_9_R2/ItemPiston,,,
aed,net/minecraft/item/ItemPotion,net/minecraft/server/v1_9_R2/ItemPotion,,,
aee,net/minecraft/item/EnumRarity,net/minecraft/server/v1_9_R2/EnumItemRarity,,,
aef,net/minecraft/item/ItemRecord,net/minecraft/server/v1_9_R2/ItemRecord,,,
aeg,net/minecraft/item/ItemRedstone,net/minecraft/server/v1_9_R2/ItemRedstone,,,
aeh,net/minecraft/item/ItemSaddle,net/minecraft/server/v1_9_R2/ItemSaddle,,,
aei,net/minecraft/item/ItemSeedFood,net/minecraft/server/v1_9_R2/ItemSeedFood,,,
aej,net/minecraft/item/ItemSeeds,net/minecraft/server/v1_9_R2/ItemSeeds,,,
aek,net/minecraft/util/CooldownTrackerServer,net/minecraft/server/v1_9_R2/ItemCooldownPlayer,,,
ael,net/minecraft/item/ItemShears,net/minecraft/server/v1_9_R2/ItemShears,,,
aem$1,net/minecraft/item/ItemShield$1,net/minecraft/server/v1_9_R2/ItemShield$1,,,
aem,net/minecraft/item/ItemShield,net/minecraft/server/v1_9_R2/ItemShield,,,
aen,net/minecraft/item/ItemSpade,net/minecraft/server/v1_9_R2/ItemSpade,,,
aeo,net/minecraft/item/ItemSign,net/minecraft/server/v1_9_R2/ItemSign,,,
aep,net/minecraft/item/ItemSimpleFoiled,net/minecraft/server/v1_9_R2/ItemNetherStar,,,
aeq,net/minecraft/item/ItemSkull,net/minecraft/server/v1_9_R2/ItemSkull,,,
aer,net/minecraft/item/ItemSlab,net/minecraft/server/v1_9_R2/ItemStep,,,
aes,net/minecraft/item/ItemSnow,net/minecraft/server/v1_9_R2/ItemSnow,,,
aet,net/minecraft/item/ItemSnowball,net/minecraft/server/v1_9_R2/ItemSnowball,,,
aeu,net/minecraft/item/ItemMonsterPlacer,net/minecraft/server/v1_9_R2/ItemMonsterEgg,,,
aev,net/minecraft/item/ItemSpectralArrow,net/minecraft/server/v1_9_R2/ItemSpectralArrow,,,
aew,net/minecraft/item/ItemSplashPotion,net/minecraft/server/v1_9_R2/ItemSplashPotion,,,
aex,net/minecraft/item/ItemSword,net/minecraft/server/v1_9_R2/ItemSword,,,
aey,net/minecraft/item/ItemColored,net/minecraft/server/v1_9_R2/ItemWithAuxData,,,
aez,net/minecraft/item/ItemTippedArrow,net/minecraft/server/v1_9_R2/ItemTippedArrow,,,
af,net/minecraft/command/CommandXP,net/minecraft/server/v1_9_R2/CommandXp,,,
afa,net/minecraft/item/EnumAction,net/minecraft/server/v1_9_R2/EnumAnimation,,,
afb,net/minecraft/item/ItemLilyPad,net/minecraft/server/v1_9_R2/ItemWaterLily,,,
afc,net/minecraft/item/ItemWritableBook,net/minecraft/server/v1_9_R2/ItemBookAndQuill,,,
afd,net/minecraft/item/ItemWrittenBook,net/minecraft/server/v1_9_R2/ItemWrittenBook,,,
afe,net/minecraft/potion/PotionType,net/minecraft/server/v1_9_R2/PotionRegistry,,,
aff$1,net/minecraft/potion/PotionHelper$1,net/minecraft/server/v1_9_R2/PotionBrewer$1,,,
aff$a,net/minecraft/potion/PotionHelper$ItemPredicateInstance,net/minecraft/server/v1_9_R2/PotionBrewer$PredicateItem,,,
aff$b,net/minecraft/potion/PotionHelper$MixPredicate,net/minecraft/server/v1_9_R2/PotionBrewer$PredicatedCombination,,,
aff,net/minecraft/potion/PotionHelper,net/minecraft/server/v1_9_R2/PotionBrewer,,,
afg,net/minecraft/potion/PotionUtils,net/minecraft/server/v1_9_R2/PotionUtil,,,
afh,net/minecraft/init/PotionTypes,net/minecraft/server/v1_9_R2/Potions,,,
afj,net/minecraft/item/crafting/RecipesArmorDyes,net/minecraft/server/v1_9_R2/RecipeArmorDye,,,
afk,net/minecraft/item/crafting/RecipesArmor,net/minecraft/server/v1_9_R2/RecipesArmor,,,
afl$a,net/minecraft/item/crafting/RecipesBanners$RecipeAddPattern,net/minecraft/server/v1_9_R2/RecipesBanner$AddRecipe,,,
afl$b,net/minecraft/item/crafting/RecipesBanners$RecipeDuplicatePattern,net/minecraft/server/v1_9_R2/RecipesBanner$DuplicateRecipe,,,
afl,net/minecraft/item/crafting/RecipesBanners,net/minecraft/server/v1_9_R2/RecipesBanner,,,
afm,net/minecraft/item/crafting/RecipeBookCloning,net/minecraft/server/v1_9_R2/RecipeBookClone,,,
afn,net/minecraft/item/crafting/RecipesDyes,net/minecraft/server/v1_9_R2/RecipesDyes,,,
afo,net/minecraft/item/crafting/RecipeFireworks,net/minecraft/server/v1_9_R2/RecipeFireworks,,,
afp,net/minecraft/item/crafting/RecipesFood,net/minecraft/server/v1_9_R2/RecipesFood,,,
afq,net/minecraft/item/crafting/FurnaceRecipes,net/minecraft/server/v1_9_R2/RecipesFurnace,,,
afr,net/minecraft/item/crafting/RecipesMapCloning,net/minecraft/server/v1_9_R2/RecipeMapClone,,,
afs,net/minecraft/item/crafting/RecipesMapExtending,net/minecraft/server/v1_9_R2/RecipeMapExtend,,,
aft,net/minecraft/item/crafting/RecipesIngots,net/minecraft/server/v1_9_R2/RecipeIngots,,,
afu,net/minecraft/item/crafting/IRecipe,net/minecraft/server/v1_9_R2/IRecipe,,,
afv$1,net/minecraft/item/crafting/CraftingManager$1,net/minecraft/server/v1_9_R2/CraftingManager$1,,,
afv,net/minecraft/item/crafting/CraftingManager,net/minecraft/server/v1_9_R2/CraftingManager,,,
afw,net/minecraft/item/crafting/RecipeRepairItem,net/minecraft/server/v1_9_R2/RecipeRepair,,,
afx,net/minecraft/item/crafting/ShapedRecipes,net/minecraft/server/v1_9_R2/ShapedRecipes,,,
afy,net/minecraft/item/crafting/ShapelessRecipes,net/minecraft/server/v1_9_R2/ShapelessRecipes,,,
afz$a,net/minecraft/item/crafting/ShieldRecipes$Decoration,net/minecraft/server/v1_9_R2/RecipiesShield$Decoration,,,
afz,net/minecraft/item/crafting/ShieldRecipes,net/minecraft/server/v1_9_R2/RecipiesShield,,,
ag,net/minecraft/command/CommandFill,net/minecraft/server/v1_9_R2/CommandFill,,,
aga,net/minecraft/item/crafting/RecipesCrafting,net/minecraft/server/v1_9_R2/RecipesCrafting,,,
agb,net/minecraft/item/crafting/RecipeTippedArrow,net/minecraft/server/v1_9_R2/RecipeTippedArrow,,,
agc,net/minecraft/item/crafting/RecipesTools,net/minecraft/server/v1_9_R2/RecipesTools,,,
agd,net/minecraft/item/crafting/RecipesWeapons,net/minecraft/server/v1_9_R2/RecipesWeapons,,,
agf,net/minecraft/enchantment/EnchantmentArrowDamage,net/minecraft/server/v1_9_R2/EnchantmentArrowDamage,,,
agg,net/minecraft/enchantment/EnchantmentArrowFire,net/minecraft/server/v1_9_R2/EnchantmentFlameArrows,,,
agh,net/minecraft/enchantment/EnchantmentArrowInfinite,net/minecraft/server/v1_9_R2/EnchantmentInfiniteArrows,,,
agi,net/minecraft/enchantment/EnchantmentArrowKnockback,net/minecraft/server/v1_9_R2/EnchantmentArrowKnockback,,,
agj,net/minecraft/enchantment/EnchantmentDamage,net/minecraft/server/v1_9_R2/EnchantmentWeaponDamage,,,
agk,net/minecraft/enchantment/EnchantmentDurability,net/minecraft/server/v1_9_R2/EnchantmentDurability,,,
agl,net/minecraft/enchantment/EnchantmentDigging,net/minecraft/server/v1_9_R2/EnchantmentDigging,,,
agm$a,net/minecraft/enchantment/Enchantment$Rarity,net/minecraft/server/v1_9_R2/Enchantment$Rarity,,,
agm,net/minecraft/enchantment/Enchantment,net/minecraft/server/v1_9_R2/Enchantment,,,
agn,net/minecraft/enchantment/EnumEnchantmentType,net/minecraft/server/v1_9_R2/EnchantmentSlotType,,,
ago$a,net/minecraft/enchantment/EnchantmentHelper$DamageIterator,net/minecraft/server/v1_9_R2/EnchantmentManager$EnchantmentModifierArthropods,,,
ago$b,net/minecraft/enchantment/EnchantmentHelper$HurtIterator,net/minecraft/server/v1_9_R2/EnchantmentManager$EnchantmentModifierThorns,,,
ago$c,net/minecraft/enchantment/EnchantmentHelper$IModifier,net/minecraft/server/v1_9_R2/EnchantmentManager$EnchantmentModifier,,,
ago$d,net/minecraft/enchantment/EnchantmentHelper$ModifierLiving,net/minecraft/server/v1_9_R2/EnchantmentManager$EnchantmentModifierDamage,,,
ago$e,net/minecraft/enchantment/EnchantmentHelper$ModifierDamage,net/minecraft/server/v1_9_R2/EnchantmentManager$EnchantmentModifierProtection,,,
ago,net/minecraft/enchantment/EnchantmentHelper,net/minecraft/server/v1_9_R2/EnchantmentManager,,,
agp,net/minecraft/enchantment/EnchantmentData,net/minecraft/server/v1_9_R2/WeightedRandomEnchant,,,
agq,net/minecraft/init/Enchantments,net/minecraft/server/v1_9_R2/Enchantments,,,
agr,net/minecraft/enchantment/EnchantmentFireAspect,net/minecraft/server/v1_9_R2/EnchantmentFire,,,
ags,net/minecraft/enchantment/EnchantmentFishingSpeed,net/minecraft/server/v1_9_R2/EnchantmentLure,,,
agt,net/minecraft/enchantment/EnchantmentFrostWalker,net/minecraft/server/v1_9_R2/EnchantmentFrostWalker,,,
agu,net/minecraft/enchantment/EnchantmentKnockback,net/minecraft/server/v1_9_R2/EnchantmentKnockback,,,
agv,net/minecraft/enchantment/EnchantmentLootBonus,net/minecraft/server/v1_9_R2/EnchantmentLootBonus,,,
agw,net/minecraft/enchantment/EnchantmentMending,net/minecraft/server/v1_9_R2/EnchantmentMending,,,
agx,net/minecraft/enchantment/EnchantmentOxygen,net/minecraft/server/v1_9_R2/EnchantmentOxygen,,,
agy$a,net/minecraft/enchantment/EnchantmentProtection$Type,net/minecraft/server/v1_9_R2/EnchantmentProtection$DamageType,,,
agy,net/minecraft/enchantment/EnchantmentProtection,net/minecraft/server/v1_9_R2/EnchantmentProtection,,,
agz,net/minecraft/enchantment/EnchantmentThorns,net/minecraft/server/v1_9_R2/EnchantmentThorns,,,
ah,net/minecraft/command/CommandDifficulty,net/minecraft/server/v1_9_R2/CommandDifficulty,,,
