混淆的,Searge,Spigot,Mojang,Yarn,Intermediary
abw,net/minecraft/util/datafix/versions/V1451_2,net/minecraft/server/v1_13_R2/DataConverterSchemaV1451_2,,,
abx,net/minecraft/util/datafix/versions/V1451_3,net/minecraft/server/v1_13_R2/DataConverterSchemaV1451_3,,,
aby,net/minecraft/util/datafix/versions/V1451_4,net/minecraft/server/v1_13_R2/DataConverterSchemaV1451_4,,,
abz,net/minecraft/util/datafix/versions/V1451_5,net/minecraft/server/v1_13_R2/DataConverterSchemaV1451_5,,,
ac$a,net/minecraft/advancements/criterion/ChanneledLightningTrigger$Listeners,net/minecraft/server/v1_13_R2/CriterionTriggerChanneledLightning$a,,,
ac$b,net/minecraft/advancements/criterion/ChanneledLightningTrigger$Instance,net/minecraft/server/v1_13_R2/CriterionTriggerChanneledLightning$b,,,
ac,net/minecraft/advancements/criterion/ChanneledLightningTrigger,net/minecraft/server/v1_13_R2/CriterionTriggerChanneledLightning,,,
aca,net/minecraft/util/datafix/versions/V1451_6,net/minecraft/server/v1_13_R2/DataConverterSchemaV1451_6,,,
acb,net/minecraft/util/datafix/versions/V1451_7,net/minecraft/server/v1_13_R2/DataConverterSchemaV1451_7,,,
acc,net/minecraft/util/datafix/versions/V1460,net/minecraft/server/v1_13_R2/DataConverterSchemaV1460,,,
acd,net/minecraft/util/datafix/versions/V1466,net/minecraft/server/v1_13_R2/DataConverterSchemaV1466,,,
ace,net/minecraft/util/datafix/versions/V1470,net/minecraft/server/v1_13_R2/DataConverterSchemaV1470,,,
acf,net/minecraft/util/datafix/versions/V1481,net/minecraft/server/v1_13_R2/DataConverterSchemaV1481,,,
acg,net/minecraft/util/datafix/versions/V1483,net/minecraft/server/v1_13_R2/DataConverterSchemaV1483,,,
ach,net/minecraft/util/datafix/versions/V1486,net/minecraft/server/v1_13_R2/DataConverterSchemaV1486,,,
aci,net/minecraft/util/datafix/versions/V1510,net/minecraft/server/v1_13_R2/DataConverterSchemaV1510,,,
acj,net/minecraft/util/datafix/versions/V0501,net/minecraft/server/v1_13_R2/DataConverterSchemaV501,,,
ack,net/minecraft/util/datafix/versions/V0700,net/minecraft/server/v1_13_R2/DataConverterSchemaV700,,,
acl,net/minecraft/util/datafix/versions/V0701,net/minecraft/server/v1_13_R2/DataConverterSchemaV701,,,
acm,net/minecraft/util/datafix/versions/V0702,net/minecraft/server/v1_13_R2/DataConverterSchemaV702,,,
acn,net/minecraft/util/datafix/versions/V0703,net/minecraft/server/v1_13_R2/DataConverterSchemaV703,,,
aco$1,net/minecraft/util/datafix/versions/V0704$1,net/minecraft/server/v1_13_R2/DataConverterSchemaV704$1,,,
aco,net/minecraft/util/datafix/versions/V0704,net/minecraft/server/v1_13_R2/DataConverterSchemaV704,,,
acp$1,net/minecraft/util/datafix/versions/V0705$1,net/minecraft/server/v1_13_R2/DataConverterSchemaV705$1,,,
acp,net/minecraft/util/datafix/versions/V0705,net/minecraft/server/v1_13_R2/DataConverterSchemaV705,,,
acq,net/minecraft/util/datafix/versions/V0808,net/minecraft/server/v1_13_R2/DataConverterSchemaV808,,,
acr$1,net/minecraft/util/datafix/versions/V0099$1,net/minecraft/server/v1_13_R2/DataConverterSchemaV99$1,,,
acr,net/minecraft/util/datafix/versions/V0099,net/minecraft/server/v1_13_R2/DataConverterSchemaV99,,,
act,net/minecraft/util/NamedThreadFactory,net/minecraft/server/v1_13_R2/NamedIncrementingThreadFactory,,,
acu$1,net/minecraft/util/Scheduler$1,net/minecraft/server/v1_13_R2/Scheduler$1,,,
acu$a,net/minecraft/util/Scheduler$FutureWrapper,net/minecraft/server/v1_13_R2/Scheduler$a,,,
acu,net/minecraft/util/Scheduler,net/minecraft/server/v1_13_R2/Scheduler,,,
acv,net/minecraft/util/IThreadListener,net/minecraft/server/v1_13_R2/IAsyncTaskHandler,,,
acw,net/minecraft/util/TaskManager,net/minecraft/server/v1_13_R2/SchedulerBatch,,,
acx,net/minecraft/util/ITaskType,net/minecraft/server/v1_13_R2/SchedulerTask,,,
acz,net/minecraft/util/WorldChunkEnumerator,net/minecraft/server/v1_13_R2/WorldUpgraderIterator,,,
ad$a,net/minecraft/advancements/criterion/ConstructBeaconTrigger$Listeners,net/minecraft/server/v1_13_R2/CriterionTriggerConstructBeacon$a,,,
ad$b,net/minecraft/advancements/criterion/ConstructBeaconTrigger$Instance,net/minecraft/server/v1_13_R2/CriterionTriggerConstructBeacon$b,,,
ad,net/minecraft/advancements/criterion/ConstructBeaconTrigger,net/minecraft/server/v1_13_R2/CriterionTriggerConstructBeacon,,,
ada,net/minecraft/util/WorldOptimizer,net/minecraft/server/v1_13_R2/WorldUpgrader,,,
adc$a,net/minecraft/world/BossInfo$Color,net/minecraft/server/v1_13_R2/BossBattle$BarColor,,,
adc$b,net/minecraft/world/BossInfo$Overlay,net/minecraft/server/v1_13_R2/BossBattle$BarStyle,,,
adc,net/minecraft/world/BossInfo,net/minecraft/server/v1_13_R2/BossBattle,,,
add,net/minecraft/inventory/InventoryLargeChest,net/minecraft/server/v1_13_R2/InventoryLargeChest,,,
ade,net/minecraft/inventory/IInventory,net/minecraft/server/v1_13_R2/IInventory,,,
adf,net/minecraft/inventory/ItemStackHelper,net/minecraft/server/v1_13_R2/ContainerUtil,,,
adg,net/minecraft/inventory/IInventoryChangedListener,net/minecraft/server/v1_13_R2/IInventoryListener,,,
adh,net/minecraft/inventory/InventoryHelper,net/minecraft/server/v1_13_R2/InventoryUtils,,,
adi,net/minecraft/world/EnumDifficulty,net/minecraft/server/v1_13_R2/EnumDifficulty,,,
adj,net/minecraft/world/DifficultyInstance,net/minecraft/server/v1_13_R2/DifficultyDamageScaler,,,
adk,net/minecraft/util/EnumHand,net/minecraft/server/v1_13_R2/EnumHand,,,
adl,net/minecraft/world/IInteractionObject,net/minecraft/server/v1_13_R2/ITileEntityContainer,,,
adm,net/minecraft/util/EnumActionResult,net/minecraft/server/v1_13_R2/EnumInteractionResult,,,
adn,net/minecraft/util/ActionResult,net/minecraft/server/v1_13_R2/InteractionResultWrapper,,,
adp,net/minecraft/world/LockCode,net/minecraft/server/v1_13_R2/ChestLock,,,
adq,net/minecraft/world/ILockableContainer,net/minecraft/server/v1_13_R2/ITileInventory,,,
adr,net/minecraft/util/INameable,net/minecraft/server/v1_13_R2/INamableTileEntity,,,
ads,net/minecraft/world/storage/loot/ILootContainer,net/minecraft/server/v1_13_R2/ILootable,,,
adt,net/minecraft/inventory/InventoryBasic,net/minecraft/server/v1_13_R2/InventorySubcontainer,,,
adu,net/minecraft/profiler/Snooper,net/minecraft/server/v1_13_R2/MojangStatisticsGenerator,,,
adv,net/minecraft/profiler/ISnooperInfo,net/minecraft/server/v1_13_R2/IMojangStatistics,,,
adw,net/minecraft/inventory/ISidedInventory,net/minecraft/server/v1_13_R2/IWorldInventory,,,
adx,net/minecraft/util/CombatEntry,net/minecraft/server/v1_13_R2/CombatEntry,,,
ady,net/minecraft/util/CombatRules,net/minecraft/server/v1_13_R2/CombatMath,,,
adz,net/minecraft/util/CombatTracker,net/minecraft/server/v1_13_R2/CombatTracker,,,
ae$a,net/minecraft/advancements/criterion/ConsumeItemTrigger$Listeners,net/minecraft/server/v1_13_R2/CriterionTriggerConsumeItem$a,,,
ae$b,net/minecraft/advancements/criterion/ConsumeItemTrigger$Instance,net/minecraft/server/v1_13_R2/CriterionTriggerConsumeItem$b,,,
ae,net/minecraft/advancements/criterion/ConsumeItemTrigger,net/minecraft/server/v1_13_R2/CriterionTriggerConsumeItem,,,
aea,net/minecraft/util/DamageSource,net/minecraft/server/v1_13_R2/DamageSource,,,
aeb,net/minecraft/util/EntityDamageSource,net/minecraft/server/v1_13_R2/EntityDamageSource,,,
aec,net/minecraft/util/EntityDamageSourceIndirect,net/minecraft/server/v1_13_R2/EntityDamageSourceIndirect,,,
aed,net/minecraft/util/DamageSourceNetherBed,net/minecraft/server/v1_13_R2/DamageSourceNetherBed,,,
aef,net/minecraft/potion/PotionAbsorption,net/minecraft/server/v1_13_R2/MobEffectAbsorption,,,
aeg,net/minecraft/potion/PotionAttackDamage,net/minecraft/server/v1_13_R2/MobEffectAttackDamage,,,
aeh,net/minecraft/potion/PotionHealthBoost,net/minecraft/server/v1_13_R2/MobEffectHealthBoost,,,
aei,net/minecraft/potion/PotionInstant,net/minecraft/server/v1_13_R2/InstantMobEffect,,,
aej,net/minecraft/potion/Potion,net/minecraft/server/v1_13_R2/MobEffectList,,,
aek,net/minecraft/potion/PotionEffect,net/minecraft/server/v1_13_R2/MobEffect,,,
ael,net/minecraft/potion/PotionUtil,net/minecraft/server/v1_13_R2/MobEffectUtil,,,
aem,net/minecraft/init/MobEffects,net/minecraft/server/v1_13_R2/MobEffects,,,
aeo,net/minecraft/entity/EntityAgeable,net/minecraft/server/v1_13_R2/EntityAgeable,,,
aep,net/minecraft/entity/EntityAreaEffectCloud,net/minecraft/server/v1_13_R2/EntityAreaEffectCloud,,,
aeq,net/minecraft/entity/passive/IAnimal,net/minecraft/server/v1_13_R2/IAnimal,,,
aer,net/minecraft/entity/Entity,net/minecraft/server/v1_13_R2/Entity,,,
aeu$a,net/minecraft/util/EntitySelectors$ArmoredMob,net/minecraft/server/v1_13_R2/IEntitySelector$EntitySelectorEquipable,,,
aeu,net/minecraft/util/EntitySelectors,net/minecraft/server/v1_13_R2/IEntitySelector,,,
aev$a,net/minecraft/entity/EntityType$Builder,net/minecraft/server/v1_13_R2/EntityTypes$a,,,
aev,net/minecraft/entity/EntityType,net/minecraft/server/v1_13_R2/EntityTypes,,,
aew$a,net/minecraft/inventory/EntityEquipmentSlot$Type,net/minecraft/server/v1_13_R2/EnumItemSlot$Function,,,
aew,net/minecraft/inventory/EntityEquipmentSlot,net/minecraft/server/v1_13_R2/EnumItemSlot,,,
aex,net/minecraft/entity/item/EntityXPOrb,net/minecraft/server/v1_13_R2/EntityExperienceOrb,,,
aey,net/minecraft/entity/EntityFlying,net/minecraft/server/v1_13_R2/EntityFlying,,,
aez,net/minecraft/util/EnumHandSide,net/minecraft/server/v1_13_R2/EnumMainHand,,,
af$a,net/minecraft/advancements/criterion/CuredZombieVillagerTrigger$Listeners,net/minecraft/server/v1_13_R2/CriterionTriggerCuredZombieVillager$a,,,
af$b,net/minecraft/advancements/criterion/CuredZombieVillagerTrigger$Instance,net/minecraft/server/v1_13_R2/CriterionTriggerCuredZombieVillager$b,,,
af,net/minecraft/advancements/criterion/CuredZombieVillagerTrigger,net/minecraft/server/v1_13_R2/CriterionTriggerCuredZombieVillager,,,
afa,net/minecraft/entity/EntityLivingBase,net/minecraft/server/v1_13_R2/EntityLiving,,,
afb,net/minecraft/entity/EntityLiving,net/minecraft/server/v1_13_R2/EntityInsentient,,,
afc,net/minecraft/entity/EnumCreatureType,net/minecraft/server/v1_13_R2/EnumCreatureType,,,
afd,net/minecraft/entity/CreatureAttribute,net/minecraft/server/v1_13_R2/EnumMonsterType,,,
afe,net/minecraft/entity/MoverType,net/minecraft/server/v1_13_R2/EnumMoveType,,,
aff,net/minecraft/entity/IEntityOwnable,net/minecraft/server/v1_13_R2/EntityOwnable,,,
afg,net/minecraft/entity/EntityCreature,net/minecraft/server/v1_13_R2/EntityCreature,,,
afi,net/minecraft/entity/IJumpingMount,net/minecraft/server/v1_13_R2/IJumpable,,,
afj,net/minecraft/entity/IEntityLivingData,net/minecraft/server/v1_13_R2/GroupDataEntity,,,
afk$a,net/minecraft/entity/EntitySpawnPlacementRegistry$Entry,net/minecraft/server/v1_13_R2/EntityPositionTypes$a,,,
afk$b,net/minecraft/entity/EntitySpawnPlacementRegistry$SpawnPlacementType,net/minecraft/server/v1_13_R2/EntityPositionTypes$Surface,,,
afk,net/minecraft/entity/EntitySpawnPlacementRegistry,net/minecraft/server/v1_13_R2/EntityPositionTypes,,,
afl,net/minecraft/entity/passive/EntityTameable,net/minecraft/server/v1_13_R2/EntityTameableAnimal,,,
afm,net/minecraft/entity/ai/attributes/IAttribute,net/minecraft/server/v1_13_R2/IAttribute,,,
afn,net/minecraft/entity/ai/attributes/IAttributeInstance,net/minecraft/server/v1_13_R2/AttributeInstance,,,
afo,net/minecraft/entity/ai/attributes/AttributeModifier,net/minecraft/server/v1_13_R2/AttributeModifier,,,
afp,net/minecraft/entity/ai/attributes/BaseAttribute,net/minecraft/server/v1_13_R2/AttributeBase,,,
afq,net/minecraft/entity/ai/attributes/AbstractAttributeMap,net/minecraft/server/v1_13_R2/AttributeMapBase,,,
afr,net/minecraft/entity/ai/attributes/ModifiableAttributeInstance,net/minecraft/server/v1_13_R2/AttributeModifiable,,,
afs,net/minecraft/entity/ai/attributes/AttributeMap,net/minecraft/server/v1_13_R2/AttributeMapServer,,,
aft,net/minecraft/entity/ai/attributes/RangedAttribute,net/minecraft/server/v1_13_R2/AttributeRanged,,,
afv,net/minecraft/entity/EntityBodyHelper,net/minecraft/server/v1_13_R2/EntityAIBodyControl,,,
afx,net/minecraft/entity/ai/EntityDolphinHelper,net/minecraft/server/v1_13_R2/ControllerLookDolphin,,,
afy,net/minecraft/entity/ai/EntityFlyHelper,net/minecraft/server/v1_13_R2/ControllerMoveFlying,,,
afz,net/minecraft/entity/ai/EntityJumpHelper,net/minecraft/server/v1_13_R2/ControllerJump,,,
ag$a,net/minecraft/advancements/criterion/DamagePredicate$Builder,net/minecraft/server/v1_13_R2/CriterionConditionDamage$a,,,
ag,net/minecraft/advancements/criterion/DamagePredicate,net/minecraft/server/v1_13_R2/CriterionConditionDamage,,,
aga,net/minecraft/entity/ai/EntityLookHelper,net/minecraft/server/v1_13_R2/ControllerLook,,,
agb$a,net/minecraft/entity/ai/EntityMoveHelper$Action,net/minecraft/server/v1_13_R2/ControllerMove$Operation,,,
agb,net/minecraft/entity/ai/EntityMoveHelper,net/minecraft/server/v1_13_R2/ControllerMove,,,
agd$1,net/minecraft/entity/ai/EntityAIAvoidEntity$1,net/minecraft/server/v1_13_R2/PathfinderGoalAvoidTarget$1,,,
agd,net/minecraft/entity/ai/EntityAIAvoidEntity,net/minecraft/server/v1_13_R2/PathfinderGoalAvoidTarget,,,
age,net/minecraft/entity/ai/EntityAIBeg,net/minecraft/server/v1_13_R2/PathfinderGoalBeg,,,
agf,net/minecraft/entity/ai/BoatGoals,net/minecraft/server/v1_13_R2/PathfinderGoalBoat,,,
agg,net/minecraft/entity/ai/EntityAIBreakDoor,net/minecraft/server/v1_13_R2/PathfinderGoalBreakDoor,,,
agh,net/minecraft/entity/ai/EntityAIBreathAir,net/minecraft/server/v1_13_R2/PathfinderGoalBreath,,,
agi,net/minecraft/entity/ai/EntityAIMate,net/minecraft/server/v1_13_R2/PathfinderGoalBreed,,,
agj,net/minecraft/entity/ai/EntityAIDoorInteract,net/minecraft/server/v1_13_R2/PathfinderGoalDoorInteract,,,
agk,net/minecraft/entity/ai/EntityAIEatGrass,net/minecraft/server/v1_13_R2/PathfinderGoalEatTile,,,
agl,net/minecraft/entity/ai/EntityAIFleeSun,net/minecraft/server/v1_13_R2/PathfinderGoalFleeSun,,,
agm,net/minecraft/entity/ai/EntityAISwimming,net/minecraft/server/v1_13_R2/PathfinderGoalFloat,,,
agn,net/minecraft/entity/ai/EntityAIFollowBoat,net/minecraft/server/v1_13_R2/PathfinderGoalFollowBoat,,,
ago,net/minecraft/entity/ai/EntityAIFollowGroupLeader,net/minecraft/server/v1_13_R2/PathfinderGoalFishSchool,,,
agp,net/minecraft/entity/ai/EntityAIFollow,net/minecraft/server/v1_13_R2/PathfinderGoalFollowEntity,,,
agq,net/minecraft/entity/ai/EntityAIFollowOwnerFlying,net/minecraft/server/v1_13_R2/PathfinderGoalFollowOwnerParrot,,,
agr,net/minecraft/entity/ai/EntityAIFollowOwner,net/minecraft/server/v1_13_R2/PathfinderGoalFollowOwner,,,
ags,net/minecraft/entity/ai/EntityAIFollowParent,net/minecraft/server/v1_13_R2/PathfinderGoalFollowParent,,,
agt,net/minecraft/entity/ai/EntityAIBase,net/minecraft/server/v1_13_R2/PathfinderGoal,,,
agu$a,net/minecraft/entity/ai/EntityAITasks$EntityAITaskEntry,net/minecraft/server/v1_13_R2/PathfinderGoalSelector$PathfinderGoalSelectorItem,,,
agu,net/minecraft/entity/ai/EntityAITasks,net/minecraft/server/v1_13_R2/PathfinderGoalSelector,,,
agv,net/minecraft/entity/ai/EntityAIHarvestFarmland,net/minecraft/server/v1_13_R2/PathfinderGoalVillagerFarm,,,
agw,net/minecraft/entity/ai/EntityAIWatchClosestWithoutMoving,net/minecraft/server/v1_13_R2/PathfinderGoalInteract,,,
agx,net/minecraft/entity/ai/EntityAIJump,net/minecraft/server/v1_13_R2/PathfinderGoalWaterJump,,,
agy,net/minecraft/entity/ai/EntityAILandOnOwnersShoulder,net/minecraft/server/v1_13_R2/PathfinderGoalPerch,,,
agz,net/minecraft/entity/ai/EntityAILeapAtTarget,net/minecraft/server/v1_13_R2/PathfinderGoalLeapAtTarget,,,
ah$a,net/minecraft/advancements/criterion/DamageSourcePredicate$Builder,net/minecraft/server/v1_13_R2/CriterionConditionDamageSource$a,,,
ah,net/minecraft/advancements/criterion/DamageSourcePredicate,net/minecraft/server/v1_13_R2/CriterionConditionDamageSource,,,
aha,net/minecraft/entity/ai/EntityAILlamaFollowCaravan,net/minecraft/server/v1_13_R2/PathfinderGoalLlamaFollow,,,
ahb,net/minecraft/entity/ai/EntityAIWatchClosest,net/minecraft/server/v1_13_R2/PathfinderGoalLookAtPlayer,,,
ahc,net/minecraft/entity/ai/EntityAILookAtTradePlayer,net/minecraft/server/v1_13_R2/PathfinderGoalLookAtTradingPlayer,,,
ahd,net/minecraft/entity/ai/EntityAIVillagerMate,net/minecraft/server/v1_13_R2/PathfinderGoalMakeLove,,,
ahe,net/minecraft/entity/ai/EntityAIAttackMelee,net/minecraft/server/v1_13_R2/PathfinderGoalMeleeAttack,,,
ahf,net/minecraft/entity/ai/EntityAIMoveIndoors,net/minecraft/server/v1_13_R2/PathfinderGoalMoveIndoors,,,
ahg,net/minecraft/entity/ai/EntityAIMoveThroughVillage,net/minecraft/server/v1_13_R2/PathfinderGoalMoveThroughVillage,,,
ahh,net/minecraft/entity/ai/EntityAIMoveToBlock,net/minecraft/server/v1_13_R2/PathfinderGoalGotoTarget,,,
ahi,net/minecraft/entity/ai/EntityAIMoveTowardsRestriction,net/minecraft/server/v1_13_R2/PathfinderGoalMoveTowardsRestriction,,,
ahj,net/minecraft/entity/ai/EntityAIMoveTowardsTarget,net/minecraft/server/v1_13_R2/PathfinderGoalMoveTowardsTarget,,,
ahk,net/minecraft/entity/ai/EntityAIOcelotAttack,net/minecraft/server/v1_13_R2/PathfinderGoalOcelotAttack,,,
ahl,net/minecraft/entity/ai/EntityAIOcelotSit,net/minecraft/server/v1_13_R2/PathfinderGoalJumpOnBlock,,,
ahm,net/minecraft/entity/ai/EntityAILookAtVillager,net/minecraft/server/v1_13_R2/PathfinderGoalOfferFlower,,,
ahn,net/minecraft/entity/ai/EntityAIOpenDoor,net/minecraft/server/v1_13_R2/PathfinderGoalOpenDoor,,,
aho,net/minecraft/entity/ai/EntityAIPanic,net/minecraft/server/v1_13_R2/PathfinderGoalPanic,,,
ahp,net/minecraft/entity/ai/EntityAIPlay,net/minecraft/server/v1_13_R2/PathfinderGoalPlay,,,
ahq,net/minecraft/entity/ai/EntityAILookIdle,net/minecraft/server/v1_13_R2/PathfinderGoalRandomLookaround,,,
ahr,net/minecraft/entity/ai/EntityAIWander,net/minecraft/server/v1_13_R2/PathfinderGoalRandomStroll,,,
ahs,net/minecraft/entity/ai/EntityAIWanderSwim,net/minecraft/server/v1_13_R2/PathfinderGoalRandomSwim,,,
aht,net/minecraft/entity/ai/EntityAIAttackRanged,net/minecraft/server/v1_13_R2/PathfinderGoalArrowAttack,,,
ahu,net/minecraft/entity/ai/EntityAIAttackRangedBow,net/minecraft/server/v1_13_R2/PathfinderGoalBowShoot,,,
ahv,net/minecraft/entity/ai/EntityAIBreakBlock,net/minecraft/server/v1_13_R2/PathfinderGoalRemoveBlock,,,
ahw,net/minecraft/entity/ai/EntityAIRestrictOpenDoor,net/minecraft/server/v1_13_R2/PathfinderGoalRestrictOpenDoor,,,
ahx,net/minecraft/entity/ai/EntityAIRestrictSun,net/minecraft/server/v1_13_R2/PathfinderGoalRestrictSun,,,
ahy,net/minecraft/entity/ai/EntityAIRunAroundLikeCrazy,net/minecraft/server/v1_13_R2/PathfinderGoalTame,,,
ahz,net/minecraft/entity/ai/EntityAISit,net/minecraft/server/v1_13_R2/PathfinderGoalSit,,,
